segment_id,start_hint,end_hint,emotion,semantic_theme,visual_motifs,motion_style,duration_hint,notes
CH1_SC15,1:52,2:00,neutral,narrative,"2D minimalist vector illustration of shot. A person looking down at their own palms. The skin is rendered in flat, desaturated gray tones, looking completely lifeless and disconnected from the body. Cold overhead white lighting., flat design, Nordic Noir with soft crimson red accents",locked tripod close-up,8.0,shot. A person looking down at their own palms. The skin ...

CH1_SC16,2:00,2:08,neutral,narrative,"2D minimalist vector illustration of low-angle shot. A busy city street at dusk. Cars passing by are stylized as flat, paper-thin geometric cutouts sliding horizontally across a hazy, desaturated gray-blue background., flat design, Nordic Noir with icy blue accents",slow panning,8.0,low-angle shot. A busy city street at dusk. Cars passing ...

CH1_SC17,2:08,2:16,neutral,narrative,"2D minimalist vector illustration of shot. A single dark silhouette of a person standing frozen on the curb of the flattened city street at dusk, looking disconnected from the sliding traffic. Moody blue and gray tones., flat design, Nordic Noir with icy blue accents",locked tripod,8.0,shot. A single dark silhouette of a person standing froze...

CH1_SC18,2:16,2:24,neutral,narrative,"2D minimalist vector illustration of shot. An empty clinical medical room with a single white chair placed under a flickering fluorescent tube. Cold, sterile, and lonely atmosphere. Muted grays and icy blue tones., flat design, Nordic Noir with icy blue accents",slow dolly-in,8.0,shot. An empty clinical medical room with a single white ...

CH1_SC19,2:24,2:32,clinical,neurological mapping,"2D minimalist vector illustration of shot. On a dark wall-mounted monitor, a simplified 2D brain scan shows decreased light activity in the insular cortex. Icy blue and charcoal color scheme., flat design, Nordic Noir with icy blue accents",locked tripod,8.0,"shot. On a dark wall-mounted monitor, a simplified 2D bra..."

CH1_SC20,2:32,2:40,neutral,narrative,"2D minimalist vector illustration of shot. An old, rusty metal pipe leaking water slowly under intense internal pressure. A small red warning bulb nearby blinks rhythmically, casting a pulse of red light. Dark, damp concrete floor., flat design, Nordic Noir with soft crimson red accents",slow panning,8.0,"shot. An old, rusty metal pipe leaking water slowly under..."

CH1_SC21,2:40,2:48,neutral,narrative,"2D minimalist vector illustration of shot. A sleek, dark studio with a vintage camera lens slowly focusing on a centered white text that reads 'Đạo & Khoa Học'. Low-key lighting, amber accents., flat design, Nordic Noir with warm gold accents",slow dolly-in,8.0,"shot. A sleek, dark studio with a vintage camera lens slo..."

CH1_SC22,2:48,2:56,neutral,narrative,"2D minimalist vector illustration of shot. Split-screen: On the left, a traditional zen circular brush stroke (Enso) drawn in black ink. On the right, a glowing gold 2D rendering of the human central nervous system. Dark charcoal background., flat design, Nordic Noir with warm gold accents",locked tripod,8.0,"shot. Split-screen: On the left, a traditional zen circul..."

CH1_SC23,2:56,3:04,neutral,narrative,"2D minimalist vector illustration of close-up shot. Ancient scriptures with Sanskrit symbols lying next to a modern neuroscience book. A single spotlight from above illuminates them on a dark oak table. Deep shadows., flat design, Nordic Noir colors",slow panning,8.0,close-up shot. Ancient scriptures with Sanskrit symbols l...

CH1_SC24,3:04,3:12,neutral,narrative,"2D minimalist vector illustration of shot. A thin candle flame burning steadily in a pitch-black room. Slowly, a gentle breeze blows the flame out, leaving a thin white line of smoke rising. Minimalist chiaroscuro., flat design, Nordic Noir colors",locked tripod,8.0,shot. A thin candle flame burning steadily in a pitch-bla...

CH1_SC25,3:12,3:20,burden,karma burden,"2D minimalist vector illustration of shot. A sharp, thin red laser beam slicing through a dark gray stone block, dividing it clean in two halves. Volumetric gray shadows, industrial aesthetic., flat design, Nordic Noir with soft crimson red accents",slow panning,8.0,"shot. A sharp, thin red laser beam slicing through a dark..."

CH1_SC26,3:20,3:28,neutral,narrative,"2D minimalist vector illustration of shot. A simplified 2D model of the human brain. The prefrontal cortex is highlighted in bright white, while the amygdala glows in a warning soft crimson red color. Dark charcoal background., flat design, Nordic Noir with soft crimson red accents",locked tripod,8.0,shot. A simplified 2D model of the human brain. The prefr...

CH1_SC27,3:28,3:36,neutral,narrative,"2D minimalist vector illustration of shot. A mechanical vice grip clamping down tightly on a soft blue rubber sphere, compressing and flattening it. Strong shadow lines on the concrete floor. Muted industrial tones., flat design, Nordic Noir with icy blue accents",slow dolly-in,8.0,shot. A mechanical vice grip clamping down tightly on a s...

CH1_SC28,3:36,3:44,neutral,narrative,"2D minimalist vector illustration of shot. An electrical wire snapping with a small bright spark, cutting off light to a green indicator bulb. The room dims instantly. Cold industrial aesthetic, charcoal and gray tones., flat design, Nordic Noir colors",locked tripod,8.0,shot. An electrical wire snapping with a small bright spa...

CH1_SC29,3:44,3:48.83,neutral,narrative,"2D minimalist vector illustration of shot. A window pane covered in a thick layer of ice crystals. Behind the glass, a very blurry silhouette of a person standing still. Icy blue and dark navy color grading., flat design, Nordic Noir with soft crimson red accents",slow panning,4.83,shot. A window pane covered in a thick layer of ice cryst...

CH2_SC01,3:48.83,3:56.83,connection,social attachment,"2D minimalist vector illustration of close-up shot. Two warm-toned hands gently holding each other. A soft gold glow radiates from the contact point, symbolizing secure attachment. Warm gray background., flat design, Nordic Noir with warm gold accents",slow panning,8.0,close-up shot. Two warm-toned hands gently holding each o...

CH2_SC02,3:56.83,4:04.83,soothing,soothing system activation,"2D minimalist vector illustration of shot. A mother's warm silhouette gently cradling a baby. A slow wave of warm golden light (oxytocin) spreads from her chest outwards. Soft lines, peaceful and cozy mood., flat design, Nordic Noir with warm gold accents",slow dolly-in,8.0,shot. A mother's warm silhouette gently cradling a baby. ...

CH2_SC03,4:04.83,4:12.83,neutral,narrative,"2D minimalist vector illustration of shot. A diagram showing a simplified human nervous system transitioning from a warning soft crimson red color to a calm, deep navy blue state. Dark charcoal background., flat design, Nordic Noir with soft crimson red accents",locked tripod,8.0,shot. A diagram showing a simplified human nervous system...

CH2_SC04,4:12.83,4:20.83,detachment,spiritual bypass meditation,"2D minimalist vector illustration of wide shot. A zen practitioner meditating in a forest, but his body is surrounded by a thick, transparent shield of ice, separating him from the surrounding green trees. Moody, icy blue and deep navy tones., flat design, Nordic Noir with icy blue accents",slow panning,8.0,"wide shot. A zen practitioner meditating in a forest, but..."

CH2_SC05,4:20.83,4:28.83,neutral,narrative,"2D minimalist vector illustration of close-up shot. A person sitting at a dark wooden table, staring blankly at a family photo frame. The frame is desaturated gray, while the room around is deep navy. Moody and melancholy lighting., flat design, Nordic Noir colors",slow panning,8.0,"close-up shot. A person sitting at a dark wooden table, s..."

CH2_SC06,4:28.83,4:36.83,detachment,spiritual bypass meditation,"2D minimalist vector illustration of medium shot. Inside a dark room, The Meditator, a slender Asian man with short clean-cut black hair, wearing a dark gray linen shirt, sitting in meditation. Outside his window, the silhouette of a woman walking away in the rain is faint. Deep navy tones., flat design, Nordic Noir colors",slow dolly-in,8.0,"medium shot. Inside a dark room, The Meditator, a slender..."

CH2_SC07,4:36.83,4:44.83,clinical,data visualization,"2D minimalist vector illustration of shot. A clinical screen displaying the letters 'Spiritual Bypass Scale (SBS)' next to a bar graph showing high levels of emotional suppression. Charcoal and clinical blue tones., flat design, Nordic Noir with icy blue accents",locked tripod,8.0,shot. A clinical screen displaying the letters 'Spiritual...

CH2_SC08,4:44.83,4:52.83,detachment,spiritual bypass meditation,"2D minimalist vector illustration of close-up shot. Close-up on The Meditator's face meditating. A cold blue light shines on his forehead (PFC), while a lock icon is superimposed over his chest. Charcoal gray tones., flat design, Nordic Noir with icy blue accents",slow panning,8.0,close-up shot. Close-up on The Meditator's face meditatin...

CH2_SC09,4:52.83,5:00.83,neutral,narrative,"2D minimalist vector illustration of shot. A hand reaches out to touch another person's shoulder, but stops a few inches away, freezing in mid-air. Moody gray shadow casting, cold atmosphere., flat design, Nordic Noir colors",locked tripod,8.0,shot. A hand reaches out to touch another person's should...

CH2_SC10,5:00.83,5:08.83,clinical,neurological mapping,"2D minimalist vector illustration of shot. A brain scan diagram showing a complete lack of synapse signals in the Insular Cortex. Cold, desaturated icy blue and charcoal color scheme., flat design, Nordic Noir with icy blue accents",locked tripod,8.0,shot. A brain scan diagram showing a complete lack of syn...

CH2_SC11,5:08.83,5:16.83,neutral,narrative,"2D minimalist vector illustration of shot. An empty swingset swaying gently in a foggy, gray field at twilight. Melancholy and desolate atmosphere, Nordic Noir aesthetic., flat design, Nordic Noir colors",slow panning,8.0,"shot. An empty swingset swaying gently in a foggy, gray f..."

CH2_SC12,5:16.83,5:24.83,neutral,narrative,"2D minimalist vector illustration of shot. A brick wall slowly building up in front of a warm fireplace, eventually blocking out all the warm light and leaving the room in cold charcoal shadow., flat design, Nordic Noir colors",slow tilt-down,8.0,shot. A brick wall slowly building up in front of a warm ...

CH2_SC13,5:24.83,5:32.83,clinical,scientific validation,"2D minimalist vector illustration of medium shot. The Researcher, a professional Asian man with neat hair and thin-frame glasses, wearing a dark gray laboratory jacket, pointing to a brain chart highlighting the vagus nerve system. Clinical blue tones., flat design, Nordic Noir with icy blue accents",slow panning,8.0,"medium shot. The Researcher, a professional Asian man wit..."

CH2_SC14,5:32.83,5:40.83,dissociation,depersonalization void,"2D minimalist vector illustration of shot. A diagram displaying two contrasting paths on a screen: one glowing in warm amber labeled 'Secure Attachment', and the other in icy blue labeled 'Avoidant Attachment'. Dark charcoal background., flat design, Nordic Noir with warm gold accents",locked tripod,8.0,shot. A diagram displaying two contrasting paths on a scr...

CH2_SC15,5:40.83,5:48.83,detachment,spiritual bypass meditation,"2D minimalist vector illustration of shot. A glass partition dividing a room. On one side, a warm family dinner is in progress; on the other, a lone man sits meditating in cold gray shadow. Moody and high contrast lighting., flat design, Nordic Noir colors",slow panning,8.0,"shot. A glass partition dividing a room. On one side, a w..."

CH2_SC16,5:48.83,5:56.83,neutral,narrative,"2D minimalist vector illustration of close-up shot. A flower made of glass, standing in a sterile gray room. A drop of water hits the glass petal, but instead of absorbing, it slides off and freezes. Icy blue grading., flat design, Nordic Noir with icy blue accents",slow dolly-in,8.0,"close-up shot. A flower made of glass, standing in a ster..."

CH2_SC17,5:56.83,6:04.83,clinical,data visualization,"2D minimalist vector illustration of shot. A scientific graph showing oxytocin levels dropping down to zero, represented by a flat-lining gold line on a dark clinical screen. High contrast, clinical navy background., flat design, Nordic Noir with warm gold accents",locked tripod,8.0,shot. A scientific graph showing oxytocin levels dropping...

CH2_SC18,6:04.83,6:12.83,detachment,spiritual bypass meditation,"2D minimalist vector illustration of shot. Close-up of The Meditator's closed eyes. A subtle tear forms but immediately freezes into a small blue crystal on his cheek. Cold gray lighting., flat design, Nordic Noir with icy blue accents",locked tripod close-up,8.0,shot. Close-up of The Meditator's closed eyes. A subtle t...

CH2_SC19,6:12.83,6:20.83,neutral,narrative,"2D minimalist vector illustration of wide shot. A lone wolf standing on a cliff at night under a cold crescent moon, looking down at a distant, warm village in the valley. High contrast chiaroscuro., flat design, Nordic Noir colors",slow panning,8.0,wide shot. A lone wolf standing on a cliff at night under...

CH2_SC20,6:20.83,6:28.83,helplessness,learned helplessness,"2D minimalist vector illustration of shot. A bird cage with its doors wide open, but the bird inside remains sitting frozen on the perch, refusing to fly out. Charcoal gray and icy blue tones., flat design, Nordic Noir with icy blue accents",slow dolly-in,8.0,"shot. A bird cage with its doors wide open, but the bird ..."

CH2_SC21,6:28.83,6:36.83,neutral,narrative,"2D minimalist vector illustration of shot. A heart silhouette slowly turning into a solid block of dark ice, with tiny cracks radiating outwards. Deep navy background., flat design, Nordic Noir with icy blue accents",slow panning,8.0,shot. A heart silhouette slowly turning into a solid bloc...

CH2_SC22,6:36.83,6:44.36,neutral,narrative,"2D minimalist vector illustration of shot. A dark room with a single window. The dawn light slowly begins to break, casting a very faint warm orange line across the cold floorboards. Muted gray and amber tones., flat design, Nordic Noir with warm gold accents",slow tilt-up,7.53,shot. A dark room with a single window. The dawn light sl...

CH3_SC01,6:44.36,6:52.36,scientific,entropy decay,"2D minimalist vector illustration of shot. A stylized 2D human body silhouette containing a glowing amber core. The core acts as a shield, deflecting chaotic gray particles (entropy) flying in from the outside dark space., flat design, Nordic Noir with warm gold accents",slow panning,8.0,shot. A stylized 2D human body silhouette containing a gl...

CH3_SC02,6:52.36,7:00.36,neutral,narrative,"2D minimalist vector illustration of close-up shot. Close-up on the glowing amber core inside the silhouette, showing it composed of complex geometric patterns (predictive coding) pulsating slowly., flat design, Nordic Noir with warm gold accents",slow dolly-in,8.0,close-up shot. Close-up on the glowing amber core inside ...

CH3_SC03,7:00.36,7:08.36,burden,karma burden,"2D minimalist vector illustration of shot. A scale weighing a heavy solid stone representing 'Ego' against a feather. The stone suddenly crumbles into fine gray sand. Dark charcoal background., flat design, Nordic Noir colors",locked tripod,8.0,shot. A scale weighing a heavy solid stone representing '...

CH3_SC04,7:08.36,7:16.36,detachment,spiritual bypass meditation,"2D minimalist vector illustration of medium shot. The Meditator, a slender Asian man with short clean-cut black hair, wearing a dark gray loose linen shirt, sitting in meditation. Slowly, his hands and arms begin to dissolve into tiny, desaturated gray dust particles., flat design, Nordic Noir colors",slow panning,8.0,"medium shot. The Meditator, a slender Asian man with shor..."

CH3_SC05,7:16.36,7:24.36,clinical,neurological mapping,"2D minimalist vector illustration of shot. A brain scan model highlighting the Default Mode Network (DMN) in the center, which slowly fades from bright gold to complete darkness. Charcoal background., flat design, Nordic Noir with warm gold accents",locked tripod,8.0,shot. A brain scan model highlighting the Default Mode Ne...

CH3_SC06,7:24.36,7:32.36,clinical,neurological mapping,"2D minimalist vector illustration of shot. A 2D brain model showing the Salience Network (Anterior Insula) flashing in a warning red, indicating de-synchronization. Dark charcoal background., flat design, Nordic Noir with soft crimson red accents",locked tripod,8.0,shot. A 2D brain model showing the Salience Network (Ante...

CH3_SC07,7:32.36,7:40.36,dissociation,depersonalization void,"2D minimalist vector illustration of wide shot. A person's silhouette standing at the edge of a bottomless dark void. The void is pitch black, swallowing all light. Minimalist composition, deep navy tones., flat design, Nordic Noir colors",slow panning,8.0,wide shot. A person's silhouette standing at the edge of ...

CH3_SC08,7:40.36,7:48.36,dissociation,depersonalization void,"2D minimalist vector illustration of shot. The silhouette slowly steps into the bottomless void, immediately dissolving into the empty dark space. Deep navy and charcoal tones., flat design, Nordic Noir colors",slow dolly-in,8.0,shot. The silhouette slowly steps into the bottomless voi...

CH3_SC09,7:48.36,7:56.36,detachment,spiritual bypass meditation,"2D minimalist vector illustration of shot. Close-up on The Meditator's face. The face is split down the middle: the left side is calm, the right side is a dark void with floating dust. Charcoal gray tones., flat design, Nordic Noir colors",locked tripod close-up,8.0,shot. Close-up on The Meditator's face. The face is split...

CH3_SC10,7:56.36,8:04.36,neutral,narrative,"2D minimalist vector illustration of shot. A wall clock with its hands running backward rapidly, then the hands detach and float away in the dark space, representing the loss of time perception., flat design, Nordic Noir colors",slow panning,8.0,shot. A wall clock with its hands running backward rapidl...

CH3_SC11,8:04.36,8:12.36,detachment,spiritual bypass meditation,"2D minimalist vector illustration of shot. A mirror reflecting a person meditating, but the reflection slowly fades away to nothing, leaving only the empty background room in the reflection. Gray and navy tones., flat design, Nordic Noir colors",slow dolly-in,8.0,"shot. A mirror reflecting a person meditating, but the re..."

CH3_SC12,8:12.36,8:20.36,dissociation,depersonalization void,"2D minimalist vector illustration of shot. The text 'PIT OF THE VOID' written in a clean, clinical white sans-serif font, slowly sinking into a deep pool of black ink. Moody lighting., flat design, Nordic Noir colors",slow panning,8.0,"shot. The text 'PIT OF THE VOID' written in a clean, clin..."

CH3_SC13,8:20.36,8:28.36,neutral,narrative,"2D minimalist vector illustration of shot. A clinical file showing the words 'Depersonalization Disorder' next to a drawing of a human outline detached from its shadow. Stark white and gray tones., flat design, Nordic Noir colors",locked tripod,8.0,shot. A clinical file showing the words 'Depersonalizatio...

CH3_SC14,8:28.36,8:36.36,dissociation,depersonalization void,"2D minimalist vector illustration of shot. A person looking down at their feet, but their feet appear transparent, showing the empty wooden floorboards below them. Gray and blue tones., flat design, Nordic Noir with icy blue accents",locked tripod close-up,8.0,"shot. A person looking down at their feet, but their feet..."

CH3_SC15,8:36.36,8:44.36,clinical,data visualization,"2D minimalist vector illustration of shot. A detailed brain fMRI graphic showing disconnected neural pathways, represented by broken blue lines on a dark background., flat design, Nordic Noir with icy blue accents",locked tripod,8.0,shot. A detailed brain fMRI graphic showing disconnected ...

CH3_SC16,8:44.36,8:52.36,neutral,narrative,"2D minimalist vector illustration of wide shot. A wooden house losing its outer walls one by one, leaving the internal furniture exposed to a cold, dark storm. Deep navy and gray tones., flat design, Nordic Noir colors",slow panning,8.0,wide shot. A wooden house losing its outer walls one by o...

CH3_SC17,8:52.36,9:00.36,dissociation,depersonalization void,"2D minimalist vector illustration of shot. An hourglass where the sand flows upward instead of downward, defying gravity in a pitch-black room. Minimalist chiaroscuro., flat design, Nordic Noir colors",locked tripod,8.0,shot. An hourglass where the sand flows upward instead of...

CH3_SC18,9:00.36,9:08.36,detachment,spiritual bypass meditation,"2D minimalist vector illustration of shot. Close-up on The Meditator's closed eyes. A cold, flat blue grid pattern is cast over his eyelids, symbolizing simulation., flat design, Nordic Noir with icy blue accents",locked tripod close-up,8.0,"shot. Close-up on The Meditator's closed eyes. A cold, fl..."

CH3_SC19,9:08.36,9:16.36,neutral,narrative,"2D minimalist vector illustration of wide shot. A single gray stone pillar standing in a vast, foggy gray landscape under an overcast sky. Deep sense of isolation, Nordic Noir., flat design, Nordic Noir colors",slow panning,8.0,"wide shot. A single gray stone pillar standing in a vast,..."

CH3_SC20,9:16.36,9:24.36,detachment,spiritual bypass meditation,"2D minimalist vector illustration of shot. The concrete walls of a room slowly expanding outward in all directions, leaving the meditating person in an infinite, cold gray space., flat design, Nordic Noir colors",slow dolly-out,8.0,shot. The concrete walls of a room slowly expanding outwa...

CH3_SC21,9:24.36,9:29.01,neutral,narrative,"2D minimalist vector illustration of shot. A glowing golden thread representing consciousness, slowly fraying and breaking into separate segments in the dark. Charcoal background., flat design, Nordic Noir with warm gold accents",slow panning,4.65,"shot. A glowing golden thread representing consciousness,..."

CH3_SC22,9:29.01,9:33.66,neutral,narrative,"2D minimalist vector illustration of shot. The screen slowly and smoothly fades into a solid charcoal gray color, leaving a cold, quiet feeling., flat design, Nordic Noir colors",slow fade,4.65,shot. The screen slowly and smoothly fades into a solid c...

CH4_SC01,9:33.66,9:41.66,burden,karma burden,"2D minimalist vector illustration of medium shot. An older Asian man bowing his head under a heavy cracked stone block on his back. The block has ancient symbols etched on it. Dark gray background, high contrast shadows., flat design, Nordic Noir colors",slow panning,8.0,medium shot. An older Asian man bowing his head under a h...

CH4_SC02,9:41.66,9:49.66,burden,karma burden,"2D minimalist vector illustration of close-up shot. Close-up on the heavy rusted iron chains binding the man's hands to the heavy stone block. High contrast chiaroscuro, charcoal tones., flat design, Nordic Noir colors",slow dolly-in,8.0,close-up shot. Close-up on the heavy rusted iron chains b...

CH4_SC03,9:49.66,9:57.66,neutral,narrative,"2D minimalist vector illustration of shot. A scale balancing glowing gold coins against a pile of dark ash. The pan with the ash sinks down heavily. Dark charcoal background., flat design, Nordic Noir with warm gold accents",locked tripod,8.0,shot. A scale balancing glowing gold coins against a pile...

CH4_SC04,9:57.66,10:05.66,neutral,narrative,"2D minimalist vector illustration of shot. A person sitting cross-legged on the concrete floor, head bowed in submission. A giant shadow of a hand looms over them, pointing down accusingly. Moody shadows., flat design, Nordic Noir colors",slow panning,8.0,shot. A person sitting cross-legged on the concrete floor...

CH4_SC05,10:05.66,10:13.66,neutral,narrative,"2D minimalist vector illustration of shot. A clinical patient file with the handwritten word 'Karma' on a dark desk. A cold surgical spotlight hits the paper. Deep shadows around., flat design, Nordic Noir colors",locked tripod close-up,8.0,shot. A clinical patient file with the handwritten word '...

CH4_SC06,10:13.66,10:21.66,scientific,entropy decay,"2D minimalist vector illustration of shot. A vintage copy of Erwin Schrödinger's book 'What is Life?' lying on a dark table next to a glowing model of a double helix DNA. Charcoal and gold tones., flat design, Nordic Noir with warm gold accents",slow panning,8.0,shot. A vintage copy of Erwin Schrödinger's book 'What is...

CH4_SC07,10:21.66,10:29.66,scientific,entropy decay,"2D minimalist vector illustration of shot. A diagram showing a closed system filling up with chaotic gray dots (entropy) until it is completely filled and static. Charcoal background., flat design, Nordic Noir colors",locked tripod,8.0,shot. A diagram showing a closed system filling up with c...

CH4_SC08,10:29.66,10:37.66,neutral,narrative,"2D minimalist vector illustration of shot. A stylized cell drawing absorbing glowing yellow energy particles from its surroundings, maintaining its organized structure. Deep navy and gold tones., flat design, Nordic Noir with warm gold accents",slow panning,8.0,shot. A stylized cell drawing absorbing glowing yellow en...

CH4_SC09,10:37.66,10:45.66,clinical,scientific validation,"2D minimalist vector illustration of shot. The Researcher's hand drawing the equation 'dS = d_iS + d_eS' on a clean blackboard with white chalk. High contrast., flat design, Nordic Noir colors",slow dolly-in,8.0,shot. The Researcher's hand drawing the equation 'dS = d_...

CH4_SC10,10:45.66,10:53.66,scientific,entropy decay,"2D minimalist vector illustration of shot. A diagram showing a red arrow representing d_iS (internal entropy) rising, while a blue arrow representing d_eS (exchanged energy) is blocked. Dark background., flat design, Nordic Noir with soft crimson red accents",locked tripod,8.0,shot. A diagram showing a red arrow representing d_iS (in...

CH4_SC11,10:53.66,11:01.66,neutral,narrative,"2D minimalist vector illustration of shot. A mechanical gear system slowing down, rusting, and eventually grinding to a complete halt. Cold metallic grays and charcoal tones., flat design, Nordic Noir colors",slow panning,8.0,"shot. A mechanical gear system slowing down, rusting, and..."

CH4_SC12,11:01.66,11:09.66,scientific,entropy decay,"2D minimalist vector illustration of shot. A portrait of Ilya Prigogine rendered in flat geometric vector style next to a diagram of a 'Dissipative Structure' showing energy flow. Charcoal background., flat design, Nordic Noir with soft crimson red accents",slow panning,8.0,shot. A portrait of Ilya Prigogine rendered in flat geome...

CH4_SC13,11:09.66,11:17.66,soothing,biophilia healing,"2D minimalist vector illustration of shot. A vortex of blue water constantly spinning and maintaining its shape, while receiving a stream of energy from the top. Deep navy and cyan tones., flat design, Nordic Noir with icy blue accents",slow panning,8.0,shot. A vortex of blue water constantly spinning and main...

CH4_SC14,11:17.66,11:25.66,soothing,biophilia healing,"2D minimalist vector illustration of shot. The vortex slowly stops spinning as the energy stream is cut off, collapsing into flat, still water. Gray and navy tones., flat design, Nordic Noir colors",slow dolly-in,8.0,shot. The vortex slowly stops spinning as the energy stre...

CH4_SC15,11:25.66,11:33.66,helplessness,learned helplessness,"2D minimalist vector illustration of medium shot. A dog sitting inside an open cage, but it refuses to step out, looking down with a sad expression (Learned Helplessness). Gray background., flat design, Nordic Noir colors",slow panning,8.0,"medium shot. A dog sitting inside an open cage, but it re..."

